AISHE_ID,CollegeName,State,Teacher,Student,Hostels,Labs,PhD,S_F_Ratio,Predicted Rank
C-46606,"HOLY CHILD B ED COLLEGE, MALDA",West Bengal,9,200,2,10,69,22.22222222,20.27232145
C-53114,SMT.KANCHAN DEVI MAHAVIDYALA,Rajasthan,7,300,0,10,57,42.85714286,20.27377807
C-6253,Gurukul Management Studies 221,West Bengal,3,55,2,10,54,18.33333333,20.27383358
C-33354,"St. Aloysous College, Sadar,",Madhya Pradesh,119,5370,2,10,74,45.12605042,20.27393955
C-49938,"KARMYAG MAHAVIDYALAYA, ITAURA",Uttar Pradesh,13,447,0,10,97,34.38461538,20.27423165
C-58169,SHRIDEVI COLLEGE OF PHYSIOTHERA,Karnataka,6,74,2,10,54,12.33333333,20.27487763
C-52609,SHAMLADEVI SMARAK MAHAVIDYALA,Uttar Pradesh,3,35,0,10,81,11.66666667,20.2767007
C-44145,Shri Swami Samarth Computer,Maharashtra,7,17,0,10,74,2.428571429,20.27746286
C-60873,Model Degree College,Odisha,22,342,0,10,67,15.54545455,20.27893895
C-46469,UMEDA DEVI MAHILA MAHAVIDYALA,Uttar Pradesh,8,445,0,10,72,55.625,20.28483882
C-48649,HJD INSTITUTE OF TECHNICAL EDUCATION,Gujarat,14,344,2,10,76,24.57142857,20.28592782
C-27273,Mother Theresa College of,Telangana,7,50,0,10,96,7.142857143,20.28671809
C-56448,BAIJNATH PRASAD SNEHI COLLEGE OF,Jharkhand,8,100,0,10,60,12.5,20.28671809
C-17692,Bapuji Academy of Managment &,Karnataka,5,77,2,0,93,15.4,20.28708258
C-8731,M.M. Dental College,Bihar,53,215,2,10,61,4.056603774,20.28777765
C-43969,SRIDEVI ARTS AND SCIENCE COLLEGE,Tamil Nadu,46,1605,0,10,52,34.89130435,20.28814624
C-54582,ANNA ARIVAGAM COLLEGE OF,Tamil Nadu,14,100,0,10,58,7.142857143,20.28821869
C-39104,"Saraswati Girls College, Bharatpur",Rajasthan,16,286,0,10,55,17.875,20.29229917
C-15723,INSTITUTE OF COMPUTER & MANEGEMENT,Maharashtra,13,244,2,10,75,18.76923077,20.29325686
C-13400,Ram Ratan Singh Memrial Degree,Uttar Pradesh,26,1474,0,10,67,56.69230769,20.29348373
C-8988,"200092-ARTS, COMMERCE & SCIENCE",Maharashtra,10,89,0,10,69,8.9,20.29348373
C-18641,Julekha College of Commerce,Maharashtra,13,412,0,10,74,31.69230769,20.29584505
C-48377,Binita Mahanta College of,West Bengal,17,100,0,10,57,5.882352941,20.29935592
C-36435,"Jawaharlal Nehru College for Women,",Tamil Nadu,57,1071,1,10,67,18.78947368,20.29953322
C-20055,Shri Ram Sanskrit Mahavidyalay,Uttar Pradesh,4,129,0,0,50,32.25,20.30052486
C-54047,"Dinesh Adarsh Mahavidyalay, Devchandpur,",Uttar Pradesh,5,61,0,10,95,12.2,20.30114476
C-7530,"Balaghat College of Engineering,",Maharashtra,21,96,0,10,59,4.571428571,20.30246751
C-34301,Navin Osmanabad Jilha Balvikas,Maharashtra,3,37,1,10,60,12.33333333,20.30356832
C-751,HARIBAPA CHARITABLE TRUST ARTS &,Gujarat,13,1618,0,10,89,124.4615385,20.30462518
C-56051,SAI SARANYA DEGREE COLLEGE,Andhra Pradesh,2,71,0,0,92,35.5,20.30509404
C-50101,"KIRAN SINGH MAHAVIDHYALAYA, GAJIPUR",Uttar Pradesh,6,3102,0,10,59,517,20.30626021
C-21217,Samvaad College of Speech and,Karnataka,22,198,1,0,85,9,20.30653765
C-50724,"BARABATI SANSKRIT COLLEGE,",Odisha,9,108,0,0,63,12,20.30664741
C-30541,"Owaisi College of Nursing, Hyderabad",Telangana,25,193,2,10,51,7.72,20.30862183
C-48563,"Shri Vinoba Bhave College of Nursing,",Ladakh,22,245,1,0,74,11.13636364,20.30916628
C-54935,"Rajbahadur Mahavidyalaya, Ekauna,",Uttar Pradesh,5,865,0,0,58,173,20.31170192
C-33137,"SRI HINDU DEGREE COLLEGE,",Telangana,26,260,0,10,71,10,20.31302738
C-5858,M. B. Patel Rashtrabhasha Vinayan Aur,Gujarat,26,1627,0,10,84,62.57692308,20.31308395
C-11818,University College of Teacher,Kerala,10,99,0,10,96,9.9,20.3130867
C-33580,Gandhi Shikshan Bhavans Smt.,Maharashtra,8,106,0,10,55,13.25,20.31388115
C-50161,SUSHIL VERMA MEMORIAL GIRLS DEGREE,Uttar Pradesh,15,1442,0,10,53,96.13333333,20.31389736
C-26540,Geeta saha Shiksha TT College,Rajasthan,7,96,0,10,64,13.71428571,20.31389736
C-56919,HAZI ABDULLAH MAHILA,Uttar Pradesh,6,350,0,10,98,58.33333333,20.31507414
C-41167,"Pioneer Kumaraswamy College,",Tamil Nadu,38,724,0,10,63,19.05263158,20.31883221
C-11723,"St. Gregorios Dental College,",Kerala,68,206,2,0,72,3.029411765,20.32077979
C-53360,SHRI SHANKAR MAHILA,Rajasthan,7,456,0,10,73,65.14285714,20.32128336
C-50481,"AYUSH COLLEGE OF POLYTECHNIC,",Chattisgarh,37,51,1,10,93,1.378378378,20.32192512
C-45022,C507 MANYAWAR DADASAHEB,Karnataka,12,84,0,0,83,7,20.32227986
C-9698,"Holy Cross Women's College,",Chattisgarh,57,1654,2,10,54,29.01754386,20.32285625
C-17477,"Hasanamba College of Education,",Karnataka,7,90,1,10,94,12.85714286,20.32717017
C-6093,Bhramanand Institute of Business,Gujarat,6,116,0,0,57,19.33333333,20.32936325
C-54121,kalanjali Art and Music Academy,Madhya Pradesh,5,6,0,10,67,1.2,20.33011166
C-28328,RAJESH PILOT MEMORIAL COLLEGE OF,Haryana,13,199,0,10,57,15.30769231,20.33102506
C-35055,Adarsh Hindi Maha Vidyalaya,Telangana,5,74,0,0,94,14.8,20.33528793
C-21907,Inspirational College of Teachers,Uttarakhand,14,99,0,10,53,7.071428571,20.33944577
C-8371,Simen Chapori College P.O. Simen,Assam,39,691,1,10,54,17.71794872,20.34011641
C-12689,GURAH DEVI SHYAM BIHARI MAHAVIDYALA,Uttar Pradesh,33,1696,0,10,65,51.39393939,20.34023281
C-18260,"Physical Education College,",Maharashtra,2,128,0,0,72,64,20.34282729
C-42920,Shri Gadge Maharaj Mahavidyalay,Maharashtra,10,1082,0,10,59,108.2,20.34294037
C-54242,Nisarga Degree College,Karnataka,11,166,0,10,94,15.09090909,20.34628808
C-58578,AHMEDABAD INSTITUTE OF PHYSIOTHERA,Gujarat,8,57,1,10,99,7.125,20.3468618
C-12800,SWAMI VIVEKANAND MAHILA,Uttar Pradesh,20,448,0,0,94,22.4,20.34846986
C-10039,The Belgaum People Education,Karnataka,10,295,0,0,89,29.5,20.34873458
C-33315,TCB College of Agriculture and Research,Chattisgarh,14,379,5,10,79,27.07142857,20.34980388
C-15420,EXCELLENT DEGREE COLLEGE,Uttar Pradesh,18,92,0,10,64,5.111111111,20.35064681
C-45096,GARMENT RESEARCH TRAINING,Karnataka,11,57,2,10,99,5.181818182,20.35092216
C-6220,Sanaka Educational Trusts Group,West Bengal,76,760,2,10,69,10,20.35174253
C-59595,Amaravathi Degree College,Andhra Pradesh,20,60,0,10,91,3,20.35175681
C-44151,Leelabai Thackersey College of,Maharashtra,17,213,1,10,77,12.52941176,20.35196375
C-38501,"Advait Mahila Mahavidyalaya, Dausa",Rajasthan,9,105,0,0,66,11.66666667,20.3526531
C-38255,"Rajasthan Shiksha Mahaiv, Jaipur",Rajasthan,22,294,0,0,88,13.36363636,20.3569479
C-53838,GODWILL DEGREE COLLEGE,Uttar Pradesh,16,528,0,10,78,33,20.35959754
C-39917,SHREE DWARKADHISH TEACHERS,Rajasthan,14,200,0,10,83,14.28571429,20.36061155
C-16698,Mount Olive College,Nagaland,25,420,2,10,66,16.8,20.36407439
C-42689,Kaliyaganj College,West Bengal,41,5272,2,10,95,128.5853659,20.36449593
C-31535,ADVANCE INSTITUTE OF TECHNICAL,Madhya Pradesh,3,79,0,0,90,26.33333333,20.36496213
C-34068,Shri Narsee Monjee College of,Maharashtra,49,3589,2,10,83,73.24489796,20.37297973
C-8616,"Tungabhadra B.Ed, College, Kottur -",Karnataka,9,96,0,10,93,10.66666667,20.37389799
C-50365,SWAMI VIVEKANAND SARVODAR,Gujarat,4,68,0,10,94,17,20.37506226
C-42678,Gangarampur B. Ed. College,West Bengal,13,99,2,10,62,7.615384615,20.37592865
C-14964,Ruben College of Education,Tamil Nadu,11,240,2,10,81,21.81818182,20.37644566
C-14800,"Sri Sarada College of Education,",Tamil Nadu,9,112,1,10,70,12.44444444,20.37782221
C-19242,Bhundelkhend Carrier College Hatta,Madhya Pradesh,32,100,0,10,52,3.125,20.3810094
C-54219,PIYUSH COLLEGE,Rajasthan,16,1214,0,0,80,75.875,20.38142301
C-11799,"Adi Sankara Training College,",Kerala,9,96,0,10,64,10.66666667,20.38419716
C-53915,SAI INSTITUTE OF COMPUTER SCIENE,Madhya Pradesh,7,115,0,10,97,16.42857143,20.38922537
C-47216,"SHRI BALAJI COLLEGE OF NURSING,",Rajasthan,19,135,2,0,86,7.105263158,20.38951232
C-20571,Ramprasad Sanskrit Mahavidyalay,Uttar Pradesh,3,97,0,10,69,32.33333333,20.38999951
C-8546,"Gangaothri B.S.W. Degree College,",Karnataka,9,118,0,0,55,13.11111111,20.3904232
C-44072,K.C.G. Sanskrit College,Odisha,7,33,0,0,76,4.714285714,20.39979896
C-54465,Late Shewantadevi Motghare,Maharashtra,8,45,0,0,53,5.625,20.40036789
C-35842,"J.J. College of Arts & Science,",Tamil Nadu,168,5097,2,10,53,30.33928571,20.40068159
C-52444,Sant Mauni Baba SMS Girls Degree,Uttar Pradesh,5,100,0,10,64,20,20.40116749
C-14694,Assefa College of Education,Tamil Nadu,10,74,2,10,85,7.4,20.40201599
C-45047,SHRI J M SABVA INSTITUTE OF,Gujarat,30,310,1,10,52,10.33333333,20.40262382
C-36964,SNT Global Academy of Management,Tamil Nadu,13,98,2,10,86,7.538461538,20.40320567
C-16680,Sazolie College,Nagaland,21,434,4,10,87,20.66666667,20.40528213
C-12744,"MUMTAZ DEGREE COLLEGE,",Uttar Pradesh,41,2530,1,10,50,61.70731707,20.40678273
C-32756,B.B.H Degree College,Andhra Pradesh,6,56,0,10,100,9.333333333,20.40720406
C-18431,Ranibai Agnihotri College of,Maharashtra,25,384,2,10,51,15.36,20.40791145
C-1297,"Siddaganga Institute of Technology,",Karnataka,320,4312,6,10,92,13.475,20.41189
C-51686,CYBOTECH CAMPUS,Bihar,13,74,0,10,82,5.692307692,20.41403062
C-47301,Shree Bharatimaiya College of,Gujarat,35,346,2,10,80,9.885714286,20.41609579
C-33105,"MODERN COLLEGE OF EDUCATION,",Haryana,15,458,0,10,52,30.53333333,20.4173587
C-12081,SRI UPENDRA TIWARI SMRATI,Uttar Pradesh,11,176,0,10,90,16,20.41843916
C-6874,SANSKAR BED COLLEGE,Gujarat,19,200,0,10,100,10.52631579,20.41843916
C-9054,B278 Jasmine College of Education,Karnataka,16,82,0,10,74,5.125,20.41961667
C-6648,MERCHANT COLLEGE OF MANAG STUDI,Gujarat,2,0,0,10,50,0,20.41979542
C-50187,SHREE PARSHWANATH,Uttar Pradesh,9,44,0,10,59,4.888888889,20.4199785
C-12919,"J.N.L.College, Khagaul",Bihar,32,1549,1,10,71,48.40625,20.42100036
C-58240,D523 S. M. V DEGREE COLLEGE,Karnataka,12,70,0,0,96,5.833333333,20.42125753
C-55166,BHOJIA INSTITUTE OF NURSING,Himachal Pradesh,13,81,1,10,77,6.230769231,20.42141867
C-43798,"Vimal Jyothi Engineering College, Jyothi",Kerala,161,1569,4,10,64,9.745341615,20.42261504
C-58129,B564 CHANNABASAVESHWAR,Karnataka,13,96,2,10,65,7.384615385,20.42268559
C-58347,Balaji Law College - Gomta,Gujarat,3,67,0,10,91,22.33333333,20.42297932
C-11491,DAV Centenary College,Himachal Pradesh,13,65,0,0,100,5,20.42364636
C-29598,"M.I.T., Rambagh",Bihar,21,658,2,10,97,31.33333333,20.42608506
C-20757,"RV Institute of Management, No.17, 26th",Karnataka,19,348,2,0,64,18.31578947,20.42749507
C-713,J. Z. Shah Arts & H. P. Desai Commerce,Gujarat,39,4146,0,0,86,106.3076923,20.42775635
C-33798,Mandar Education Societys,Maharashtra,27,266,2,10,70,9.851851852,20.43032064
C-11375,Laureate Institute of Computer & IT,Himachal Pradesh,8,107,2,10,70,13.375,20.43164799
C-116,N.R. Institute of Business Management,Gujarat,21,353,0,10,84,16.80952381,20.43230133
C-53201,NANDINI NAGAR VIDHI MAHAVIDYALA,Uttar Pradesh,10,533,1,10,69,53.3,20.4346186
C-14515,Angels College of Education,Tamil Nadu,8,98,0,10,63,12.25,20.43574912
C-38611,"B.S.N. College, Jaipur",Rajasthan,8,98,0,10,63,12.25,20.43574912
C-24919,KARIMI NARAYANA APPALANAIDU,Andhra Pradesh,11,81,0,10,93,7.363636364,20.43726736
C-11675,University College of Teacher,Kerala,9,96,0,10,74,10.66666667,20.44142029
C-40786,"Government Dungar College,",Rajasthan,136,9445,2,10,52,69.44852941,20.44341117
C-39673,"Com. Point Institute of Technology,",Odisha,6,85,2,10,77,14.16666667,20.44438657
C-1296,"NDRK Institute of Technology, HASSAN",Karnataka,61,501,2,10,59,8.213114754,20.44559075
C-26161,Sri Nagarjuna Degree College,Telangana,9,190,0,10,67,21.11111111,20.44595239
C-26244,Baba Narayandas Ayurved,Rajasthan,6,85,1,10,76,14.16666667,20.44646303
C-41559,Dhareshwar Vidya va Krida Pratishthans,Maharashtra,6,85,1,10,76,14.16666667,20.44646303
C-39228,G.V.R & S College of Education,Andhra Pradesh,1,64,0,10,92,64,20.44687201
C-41088,G.R.Damodaran Academy of,Tamil Nadu,12,84,2,10,76,7,20.44878202
C-19372,"Dr. Zakir Hussain M.M.T.T. College,",Rajasthan,15,100,0,10,59,6.666666667,20.44960614
C-33892,Vivek Education Society's,Maharashtra,14,1290,0,10,99,92.14285714,20.45286493
C-21942,Adarsh College of Teacher,Telangana,9,99,0,10,62,11,20.45675551
C-22497,RAJEEV GANDHI D.A.V. DEGREE,Uttar Pradesh,14,1353,0,0,83,96.64285714,20.45796429
C-31226,UTKARSH ACADEMY FARRUKHABA,Uttar Pradesh,7,80,1,0,53,11.42857143,20.45815169
C-43881,S.N.D.P. Yogam Arts & Science,Kerala,52,321,0,10,85,6.173076923,20.45960824
C-21944,Sri Datta Brindavana Institute of,Telangana,2,170,0,0,100,85,20.45984619
C-33832,Mahatma Education SocietysPillais,Maharashtra,24,360,2,10,51,15,20.4599997
C-25596,Sree Vani Women's Degree & P.G,Telangana,34,1047,0,10,79,30.79411765,20.46346779
C-21048,Sri Adi Chunchanagiri College of,Karnataka,8,50,2,10,89,6.25,20.46371795
C-49486,"PUBLIC GIRLSDEGREE COLLEGE,",Uttar Pradesh,4,806,0,10,86,201.5,20.46413094
C-21433,"Govt. Degree College Boys Sopore,",Jammu and Kashmir,101,4743,1,0,93,46.96039604,20.46507175
C-38970,"Gramin Mahila PG Mahavi., Sikar",Rajasthan,38,1350,1,10,91,35.52631579,20.46621612
C-32821,Matrusri Oriental College,Andhra Pradesh,2,175,1,10,80,87.5,20.46812479
C-50541,UMA B ED COLLEGE,Gujarat,14,200,0,10,51,14.28571429,20.46921568
C-27795,Rayalaseema College of Graduation,Andhra Pradesh,9,3,0,10,81,0.333333333,20.46994953
C-7312,Kai. Kishanrao Ramji Shinde College of,Maharashtra,4,91,0,10,90,22.75,20.47180878
C-13454,"Muslim Degree College,",Uttar Pradesh,14,591,0,10,96,42.21428571,20.47510554
C-59653,MIT College of Food Technology,Maharashtra,13,147,2,10,82,11.30769231,20.47683027
C-356,AKSHAR-PREET INSTITUTE OF,Gujarat,12,67,1,10,90,5.583333333,20.47788819
C-27594,Om Institute of Technology & Mgt.,Haryana,26,149,2,10,71,5.730769231,20.47795058
C-9165,C464 Vishwaradhya College Of,Karnataka,12,90,0,10,69,7.5,20.47826682
C-440,"Institute of Science, Nirma",Gujarat,12,233,0,10,76,19.41666667,20.48032633
C-42579,LALLAN JI BRAHMCHARI MAHAVIDYALA,Uttar Pradesh,9,1312,0,10,72,145.7777778,20.48238183
C-24827,Siddardha College of Computer,Andhra Pradesh,4,13,0,10,92,3.25,20.4827358
C-11499,"DDM College of Pharmacy, VPO Gondpur,",Himachal Pradesh,17,103,2,10,58,6.058823529,20.48517642
C-20079,Shri Ghanshyam Das Arya,Uttar Pradesh,6,8,1,10,86,1.333333333,20.48743121
C-30054,Sri Jayadev College of Pharmaceutica,Odisha,20,212,4,10,65,10.6,20.49154377
C-30925,Sairam Vidyanikethan College of,Andhra Pradesh,8,63,0,10,83,7.875,20.49253019
C-27204,"Sangamithra Degree College, H.No.",Telangana,25,846,0,10,91,33.84,20.49286554
C-47274,Padma College of Education Jhabua,Madhya Pradesh,16,85,0,10,92,5.3125,20.49337917
C-40440,Sri Basavaraj College of Nursing,Karnataka,21,145,2,10,90,6.904761905,20.49339629
C-52339,C603 Shree Mahadevappa Hirenoor,Karnataka,8,70,0,0,98,8.75,20.49450388
C-7608,Manavendra Kendre Adhyapak,Maharashtra,6,94,0,10,56,15.66666667,20.49512974
C-29857,"Colonel Fateh Jung College, Mhow",Madhya Pradesh,17,95,0,10,63,5.588235294,20.49651106
C-59661,C657 Priyank Degree College,Karnataka,9,111,0,0,62,12.33333333,20.4977698
C-49417,RAM ADHAR SINGH MAHAVIDYALA,Uttar Pradesh,27,570,0,10,86,21.11111111,20.4981414
C-49400,MALWA INSTITUTE OF HIGHER,Punjab,11,150,1,10,100,13.63636364,20.50190239
C-48483,SRI SHRIDISAIRAM DEGREE,Andhra Pradesh,9,142,0,10,81,15.77777778,20.50296295
C-35675,"Dr.PGASS Music College, Gadag.",Karnataka,14,93,0,0,76,6.642857143,20.50407293
C-49876,"GOVERNMENT NAVEEN COLLEGE,",Chattisgarh,3,339,0,10,75,113,20.50418397
C-29755,"Graduate School of Business ,",Madhya Pradesh,11,275,0,10,76,25,20.50475163
C-61236,Bharati Balika Vigyan Mahavidyalay,Rajasthan,8,77,0,0,92,9.625,20.50643344
C-43706,"Mar Thoma Institute of Technology,",Kerala,42,154,2,10,94,3.666666667,20.50684387
C-7120,Mohammad Abdul Bari Institute of,West Bengal,16,249,2,10,53,15.5625,20.50850285
C-49429,SHARADA DEVI MAHILA MAHAVIDYALA,Uttar Pradesh,7,469,0,10,62,67,20.51038543
C-39521,"P.K.College,Baitarani Road,Jajpur",Odisha,13,595,0,10,71,45.76923077,20.51098654
C-50180,NAZIRI MAHAVIDHYALAYA,Uttar Pradesh,7,649,0,0,51,92.71428571,20.51099679
C-52554,"Agnus Degree College, Jainoor (V&M)",Telangana,7,75,0,10,84,10.71428571,20.51248999
C-34721,NATIONAL EDUCATION COLLEGE NEW,Madhya Pradesh,28,188,0,10,99,6.714285714,20.51809643
C-42514,"J.D.J.B. ANAND MAHAVIDYALAYA,",Uttar Pradesh,18,1368,0,10,68,76,20.52054223
C-24717,"NBKR College of Education, Vidyanagar",Andhra Pradesh,8,0,1,0,91,0,20.52107405
C-46325,GOA COLLEGE OF HOSPITALITY,Goa,3,95,0,10,51,31.66666667,20.52169001
C-51039,Jain Acharya Gundharnandi Maharaj,Karnataka,23,238,2,0,65,10.34782609,20.52237122
C-24086,Sheela mantula Veera Suryavatamm,Andhra Pradesh,13,286,0,0,91,22,20.52384617
C-17280,Barnagar B.Ed. College,Assam,14,100,0,10,60,7.142857143,20.52534677
C-34015,Versova Education Trusts Smt,Maharashtra,12,667,0,10,84,55.58333333,20.52545841
C-43540,"K.S. COLLEGE, SERAIKELLA",Jharkhand,15,4313,1,10,88,287.5333333,20.52633202
C-58875,"VIDYARATHNA PARA MEDICAL COLLEGE,",Karnataka,15,18,2,10,85,1.2,20.52636416
C-47248,"C V M College of Fine Arts, Vallabh",Gujarat,8,122,2,0,55,15.25,20.52815739
C-10187,"SVES'S ARTS & COMM COLLEGE,",Karnataka,28,784,1,10,87,28,20.53054536
C-44293,Dnyankunj College of Information,Maharashtra,6,87,1,10,75,14.5,20.53517047
C-8212,"MET COLLEGE, NADAPURAM",Kerala,55,866,0,10,60,15.74545455,20.5355399
C-43102,"Dr. R.N.Lahoti B.Ed. College,Sultanpur ,Tq.",Maharashtra,6,87,0,10,74,14.5,20.53724693
C-30390,"Apex College of Nursing, Hyderabad",Telangana,11,114,1,10,50,10.36363636,20.5375324
C-9632,"Bharat Mishra Sanskrit College,",Bihar,3,101,0,0,72,33.66666667,20.53765294
C-35131,"Gyanodya Inst. of Management,",Madhya Pradesh,11,873,0,10,96,79.36363636,20.53810929
C-30417,"Chaitanya College of B.Sc Nursing,",Andhra Pradesh,17,62,1,10,93,3.647058824,20.53887972
C-1207,Shri Bhikhabhai Patel Arts,Gujarat,22,460,1,0,89,20.90909091,20.53911548
C-55642,Rajdai Devi Mahavidyalaya Deedarganj,Uttar Pradesh,3,214,0,10,93,71.33333333,20.54003041
C-33392,"Sant Moni Sarvodaya Girls College,",Madhya Pradesh,22,362,0,10,66,16.45454545,20.54154336
C-29013,SHRI RAM COLLEGE OF LAW,Uttar Pradesh,15,925,2,10,74,61.66666667,20.54216747
C-35575,"SESs Mahasati Arts, Commerce &",Karnataka,9,164,0,0,94,18.22222222,20.54269538
C-14654,Crescent College of Education for,Tamil Nadu,14,91,1,10,69,6.5,20.5453393
C-45275,"GOVERNMENT ARTS COLLEGE,",Gujarat,8,98,0,10,81,12.25,20.54552606
C-44135,Sadabai Raisoni Women's,Maharashtra,14,610,0,10,58,43.57142857,20.54574786
C-7219,Swami Vivekanand College of,Gujarat,7,177,0,10,96,25.28571429,20.54695843
C-33007,"P.G. COLLEGE OF NURSING, STREET NO-5,",Chattisgarh,44,555,2,10,76,12.61363636,20.54695843
C-42312,JANKI PRASAD VERMA MEMORIAL,Uttar Pradesh,13,1997,0,10,88,153.6153846,20.54830261
C-38761,"Shri Balaji PG Mahila College,",Rajasthan,11,247,1,0,61,22.45454545,20.54993462
C-280,Dr. Subhahsh Pethaljibhai Chavda Ahir,Gujarat,6,86,1,10,76,14.33333333,20.55009877
C-20181,Shri Jaimangal Sanskrit Mahavidyalay,Uttar Pradesh,21,172,1,0,95,8.19047619,20.55196063
C-41050,LRG Government Arts College,Tamil Nadu,90,3561,0,10,63,39.56666667,20.55220222
C-28134,HARSH COLLEGE OF EDUCATION,Haryana,19,174,0,10,65,9.157894737,20.55389996
C-7167,Sheth H.J. Law College,Gujarat,4,327,0,0,82,81.75,20.55475285
C-4123,Dada Dukhayal College of,Gujarat,9,100,2,10,64,11.11111111,20.5558314
C-55973,VISHAL VIDHI MAHAVIDYALAYA EKDIL,Uttar Pradesh,5,63,0,10,88,12.6,20.55584881
C-58512,"DURGAMATA INSTITUTE OF PHARMACY,(B.",Maharashtra,5,100,0,10,63,20,20.55841143
C-59296,S.M. SHOAIB HASHMI EDUCATION,Bihar,24,150,0,10,60,6.25,20.56465951
C-8902,220052-NTVS'S COLLEGE OF,Maharashtra,8,97,2,10,67,12.125,20.56539374
C-18179,Agnihotri College of Law,Maharashtra,3,65,0,10,94,21.66666667,20.56895839
C-33240,"AVM DEGREE COLLEGE, NAKREKAL",Telangana,19,96,0,10,62,5.052631579,20.56906156
C-54927,"SUJALA COLLEGE OF COMMERCE,",Karnataka,11,192,0,10,63,17.45454545,20.56980115
C-7265,"Ahilyadevi Holkar College, Jalkot",Maharashtra,15,62,0,10,93,4.133333333,20.5704593
C-12499,"INDRAKALI MAHAVIDYALAYA,",Uttar Pradesh,17,957,0,10,54,56.29411765,20.57083284
C-58625,Post Graduate Institute of Fisheries,Gujarat,3,10,1,10,85,3.333333333,20.57139734
C-33207,"NAGARJUNA GOVT. COLLEGE,",Telangana,81,3418,0,10,61,42.19753086,20.57320651
C-7244,"School of Management, Manipal",Karnataka,81,1557,2,10,60,19.22222222,20.57326159
C-45274,"NEW MODEL DEGREE COLLEGE,",Maharashtra,25,369,0,10,50,14.76,20.57426043
C-45371,VANAVARAYAR INSTITUTE OF,Tamil Nadu,32,570,2,10,88,17.8125,20.57554666
C-53493,C594 TAJ DEGREE COLLEGE OF,Karnataka,7,117,0,0,58,16.71428571,20.57746984
C-15691,SUSHILKUMR SHINDEPHYSICAL,Maharashtra,4,42,1,0,61,10.5,20.57899144
C-51860,Vidya Prasarini Sabhas College of,Maharashtra,48,131,1,10,55,2.729166667,20.579093
C-50671,SWAMI VIVEKANAND COLLEGE OF,Uttarakhand,15,208,0,10,72,13.86666667,20.5803071
C-9006,260091-JIIU'S JAMIA COLLEGE OF,Maharashtra,8,96,2,10,68,12,20.58062723
C-41209,"Kamaraj College, Tiruchendur",Tamil Nadu,59,1408,2,10,87,23.86440678,20.58129217
C-44143,Karmaveer Shikshan Prasarak,Maharashtra,11,167,0,10,83,15.18181818,20.5813802
C-27036,Vins Christian Women College of,Tamil Nadu,90,341,1,10,98,3.788888889,20.58277903
C-8176,MOULANA COLLEGE OF TEACHER,Kerala,12,97,0,10,74,8.083333333,20.58326338
C-53723,MICROTECH COMPUTER ACADEMY,Madhya Pradesh,12,402,0,0,55,33.5,20.58341616
C-58280,CT INSTITUTE OF LAW,Punjab,7,62,2,10,98,8.857142857,20.58610811
C-57478,"C624 SRI GURUKULA BA, B.COM",Karnataka,12,83,0,10,76,6.916666667,20.58703767
C-46874,"AKS MANAGEMENT COLLEGE,",Uttar Pradesh,15,98,0,0,72,6.533333333,20.58740068
C-56702,C591 MAHANAGESHWAR ARTS,Karnataka,10,69,0,0,99,6.9,20.58972498
C-43732,"St.Gregorios College, pulamon P.O.,",Kerala,50,1351,0,10,79,27.02,20.59061354
C-44839,Federal College of Nursing,Karnataka,6,83,2,10,80,13.83333333,20.59280721
C-39718,"H.N.S.College,Chandol, Kendrapara",Odisha,32,634,2,10,70,19.8125,20.59406736
C-30297,Sri Narayanadri College of,Andhra Pradesh,3,0,0,10,88,0,20.59609776
C-9288,B304 Global College of Education,Karnataka,13,100,2,10,63,7.692307692,20.59747108
C-27095,Sree Sowdambika College of,Tamil Nadu,85,824,2,10,91,9.694117647,20.59815712
C-11646,"Mannam Memorial N.S.S College,",Kerala,43,918,0,10,53,21.34883721,20.59889037
C-50339,"SATYADEV DEGREE COLLEGE,",Uttar Pradesh,3,1296,0,0,99,432,20.59919119
C-42447,JAGDAMBA SHARAN SINGH,Uttar Pradesh,24,1890,0,0,50,78.75,20.60084863
C-53820,Jai Institute of Professional Studies,Madhya Pradesh,8,132,0,10,77,16.5,20.60137297
C-20624,Vasavi Jnanapeeta First Grade,Karnataka,33,552,0,10,97,16.72727273,20.60154167
C-21206,"Govt. FGC, Hoskote, Bangalore",Karnataka,54,1460,0,10,50,27.03703704,20.60446329
C-44147,Bhagwan Shikshan Prasarak,Maharashtra,4,71,1,10,90,17.75,20.60617437
C-49627,AKSHARA FOUNDATION NIDVANI,Karnataka,8,109,2,0,67,13.625,20.60762881
C-24235,KPN College of Education,Andhra Pradesh,10,100,0,10,56,10,20.60917868
C-54487,SRI VENKATA SRINIVASA DEGREE,Andhra Pradesh,3,34,0,10,96,11.33333333,20.60935312
C-53093,"GTB COLLEGE , BALLOH Dist Bathinda",Punjab,13,196,0,10,79,15.07692308,20.61067434
C-15006,National College of Education,Tamil Nadu,23,188,0,10,92,8.173913043,20.61142958
C-23968,Dr.PVG Raja Saheb College of Education,Andhra Pradesh,16,100,0,10,60,6.25,20.61142958
C-57307,Shri Deena Nath Krashi Mahavidhyala,Uttar Pradesh,12,323,0,0,56,26.91666667,20.61227501
C-36811,"Indira Priydarshini T.T. College,",Rajasthan,8,95,0,0,60,11.875,20.6127508
C-32822,T.R.R. Govt. Degree College,Andhra Pradesh,23,269,0,10,79,11.69565217,20.6132294
