AISHE_ID,CollegeName,State,Teacher,Student,Hostels,Labs,PhD,S_F_Ratio,Predicted Rank
C-33308,"College of Agriculture, Ambagarh",Chattisgarh,15,203,2,10.0,52,13.53333333,29.94157
C-44495,"College of Agriculture, Ambajogai",Maharashtra,13,267,2,10.0,98,20.53846154,40.73543
C-50673,"COLLEGE OF AGRICULTURE, AMRELI",Gujarat,17,193,1,10.0,92,11.35294118,31.336273
C-50692,"COLLEGE OF AGRICULTURE, BABHULGAON",Maharashtra,18,202,2,10.0,54,11.22222222,29.931723
C-44531,"College of Agriculture, Badnapur",Maharashtra,16,340,3,10.0,88,21.25,49.246323
C-55605,"College of Agriculture, Bawal",Haryana,15,128,3,10.0,52,8.533333333,20.667969
C-54929,"College of Agriculture, Bhanashiware",Maharashtra,12,224,2,10.0,100,18.66666667,35.64774
C-46334,"COLLEGE OF AGRICULTURE, BHARUCH",Gujarat,31,232,2,10.0,87,7.483870968,35.75663
C-51823,"College of Agriculture, Bikaner",Rajasthan,32,536,5,10.0,68,16.75,69.169205
C-44562,"COLLEGE OF AGRICULTURE, BRAHMANGAO",Maharashtra,15,499,1,10.0,73,33.26666667,66.20487
C-33301,"College of Agriculture, Dantewada",Chattisgarh,12,196,2,10.0,57,16.33333333,29.338894
C-44805,"College of Agriculture, Dapoli",Maharashtra,63,895,8,10.0,66,14.20634921,106.514175
C-44540,"COLLEGE OF AGRICULTURE, DARWHA",Maharashtra,20,514,0,10.0,69,25.7,67.19775
C-30813,"COLLEGE OF AGRICULTURE, DHARWAD",Karnataka,94,1897,14,10.0,90,20.18085106,215.16634
C-44573,"College of Agriculture, Dhule",Maharashtra,44,624,3,10.0,69,14.18181818,78.838684
C-29469,"College of Agriculture, Ganjbasoda",Madhya Pradesh,35,192,2,10.0,61,5.485714286,29.104576
C-45268,"COLLEGE OF AGRICULTURE, GWALIOR",Madhya Pradesh,47,582,5,10.0,55,12.38297872,71.87551
C-26831,"College of Agriculture, Imphal",Manipur,40,361,4,10.0,92,9.025,52.150593
C-45269,"COLLEGE OF AGRICULTURE, INDORE",Madhya Pradesh,38,485,4,10.0,63,12.76315789,63.120193
C-29472,"College of Agriculture, Jabalpur",Madhya Pradesh,78,931,8,0.0,85,11.93589744,112.903404
C-29456,"College of Agriculture, Kaul",Haryana,13,196,2,10.0,64,15.07692308,29.755415
C-44525,"College of Agriculture, Khandala, Tal.",Maharashtra,18,426,2,10.0,58,23.66666667,55.898087
C-55958,"College of Agriculture, Khapat",Gujarat,7,62,2,10.0,53,8.857142857000001,12.702034
C-44569,"College of Agriculture, Kolhapur",Maharashtra,47,914,6,10.0,59,19.44680851,107.126785
C-44496,"College of Agriculture, Latur",Maharashtra,23,588,3,10.0,91,25.56521739,78.612854
C-53089,"College of Agriculture, Muktainagar",Maharashtra,11,170,0,0.0,55,15.45454545,24.540077
C-51843,"COLLEGE OF AGRICULTURE, NAGAUR",Rajasthan,10,175,0,10.0,72,17.5,27.750034
C-44556,"COLLEGE OF AGRICULTURE, NAGPUR",Maharashtra,83,1045,5,10.0,64,12.59036145,122.30051
C-44510,"College of Agriculture, Naigaon",Maharashtra,31,478,2,10.0,53,15.41935484,60.62741
C-50707,"COLLEGE OF AGRICULTURE, NANDURBAR",Maharashtra,18,214,2,10.0,96,11.88888889,34.16755
C-44034,"College of Agriculture, Padannakkad",Kerala,32,288,2,10.0,92,9.0,42.929985
C-44523,"College of Agriculture, Parbhani",Maharashtra,64,1149,11,10.0,94,17.953125,137.80606
C-44520,"College of Agriculture, Pathri",Maharashtra,22,396,0,10.0,100,18.0,56.96621
C-50702,"COLLEGE OF AGRICULTURE, PHALTAN",Maharashtra,27,501,2,10.0,77,18.55555556,67.22532
C-33314,"College of Agriculture, Raigarh",Chattisgarh,14,167,2,10.0,91,11.92857143,28.103397
C-44560,"COLLEGE OF AGRICULTURE, RESOD",Maharashtra,16,447,2,10.0,88,27.9375,62.721954
C-44806,"College of Agriculture, Sangulwadi",Maharashtra,17,482,2,10.0,97,28.35294118,67.64171
C-44530,"College of Agriculture, Selu",Maharashtra,15,412,2,10.0,99,27.46666667,58.932247
C-44571,"College Of Agriculture, Shivajinagar,",Maharashtra,64,1005,7,10.0,93,15.703125,122.882935
C-50798,"COLLEGE OF AGRICULTURE, SONAI",Maharashtra,23,604,2,10.0,69,26.26086957,76.49282
C-44551,"COLLEGE OF AGRICULTURE, SONAPUR",Maharashtra,22,280,2,10.0,58,12.72727273,39.990334
C-29471,"College of Agriculture, Tikamgarh",Madhya Pradesh,51,360,2,10.0,63,7.058823529,50.24173
C-44508,"College of Agriculture, Tondapur, Tal.",Maharashtra,23,324,2,10.0,55,14.08695652,44.738876
C-44029,"College of Agriculture, Vellayanai",Kerala,78,842,4,0.0,84,10.79487179,103.71269
C-46333,"COLLEGE OF AGRICULTURE, WAGHAI",Gujarat,22,214,2,10.0,64,9.727272727,32.01302
C-47403,"College of Agriculture, Warasiwani",Madhya Pradesh,31,134,1,10.0,74,4.322580645,22.949198
C-35095,"College of Agriculture,Bheemarayan",Karnataka,31,448,2,10.0,80,14.4516129,62.114563
C-44535,"COLLEGE OF AGRICULTURE,BIJAPUR",Karnataka,50,726,8,10.0,98,14.52,94.41287
C-33322,"College of Agriculture,Janjgir",Chattisgarh,8,215,2,10.0,81,26.875,33.231045
C-33321,"College of Agriculture,Raipur",Chattisgarh,86,1331,10,10.0,65,15.47674419,152.0044
C-50800,COLLEGE OF AGRICUTURAL BIOTECHNOLO,Maharashtra,14,304,1,10.0,67,21.71428571,43.507656
C-50804,"COLLEGE OF AGRICUTURE, LONI",Maharashtra,14,270,1,10.0,92,19.28571429,40.685425
C-55089,"College Of Agril. Bio-Technology ,",Maharashtra,10,154,2,10.0,85,15.4,26.100784
C-55090,College Of Agril. Engineering,Maharashtra,10,140,2,10.0,83,14.0,24.261408
C-50695,COLLEGE OF ANIMAL HUSBANDRY,Maharashtra,17,114,2,10.0,57,6.705882353,19.316101
C-28999,COLLEGE OF APPLIED EDU. & HEALTH,Uttar Pradesh,27,755,2,10.0,58,27.96296296,90.32854
C-43640,College of Applied Science,Kerala,43,818,0,10.0,55,19.02325581,96.74031
C-11784,College of Applied Science,Kerala,13,141,0,10.0,52,10.84615385,22.240402
C-43861,College of Applied Science,Kerala,19,271,0,10.0,78,14.26315789,39.969364
C-43748,College of Applied SCience,Kerala,49,721,0,10.0,73,14.71428571,89.938896
C-52024,COLLEGE OF APPLIED SCIENCE,Kerala,13,247,0,10.0,88,19.0,37.611156
C-11680,College of Applied Science,Kerala,19,302,0,10.0,70,15.89473684,43.4235
C-43777,"College of Applied Science ,",Kerala,16,271,0,10.0,74,16.9375,39.740196
C-488,College of Applied Science &,Gujarat,18,479,0,10.0,65,26.61111111,62.80426
C-11828,"College of Applied Science IHRD,",Kerala,13,206,0,10.0,99,15.84615385,33.391514
C-11824,"College of Applied Science IHRD,",Kerala,15,123,0,10.0,76,8.2,21.719055
C-11832,"College of Applied Science IHRD,",Kerala,23,267,0,10.0,52,11.60869565,38.00048
C-11701,"College of Applied Science IHRD,",Kerala,19,311,0,10.0,62,16.36842105,44.105522
C-43775,College of Applied Science-,Kerala,13,331,0,10.0,55,25.46153846,45.42942
C-51988,"COLLEGE OF APPLIED SCIENCE,",Kerala,19,585,0,10.0,75,30.78947368,75.6538
C-57033,"COLLEGE OF APPLIED SCIENCE,",Kerala,21,260,0,10.0,87,12.38095238,39.136917
C-43794,"College of Applied Science, P.O.",Kerala,17,187,0,10.0,80,11.0,29.775467
C-11645,"College of Applied Science, Petta,",Kerala,9,113,0,10.0,73,12.55555556,20.284735
C-43866,"College of Applied Science,PO-",Kerala,16,301,0,0.0,90,18.8125,43.029587
C-11835,"College of Applied Sciences,",Kerala,15,260,0,0.0,61,17.33333333,36.223755
C-51779,"COLLEGE OF APPLIED SCIENCES,",Kerala,23,382,0,10.0,85,16.60869565,54.35565
C-8260,"COLLEGE OF APPLIED SCIENCES,",Kerala,21,230,0,10.0,98,10.95238095,36.2537
C-43309,"COLLEGE OF APPLIED SCIENCES,",Kerala,15,300,0,0.0,78,20.0,42.224503
C-11636,"College of Applied Sciences,",Kerala,11,165,0,10.0,92,15.0,27.921745
C-43701,"College of Applied Sciences,",Kerala,16,434,0,10.0,66,27.125,58.24004
C-8096,"COLLEGE OF APPLIED SCIENCES,",Kerala,24,518,0,10.0,53,21.58333333,64.81929
C-43338,"COLLEGE OF APPLIED SCIENCES,",Kerala,36,725,0,10.0,71,20.13888889,89.795944
C-43305,"COLLEGE OF APPLIED SCIENCES,",Kerala,19,233,0,10.0,77,12.26315789,35.160347
C-8217,"COLLEGE OF APPLIED SCIENCES,",Kerala,24,275,0,10.0,68,11.45833333,39.913616
C-8220,"COLLEGE OF APPLIED SCIENCES,",Kerala,15,193,0,0.0,87,12.86666667,29.500868
C-8143,"COLLEGE OF APPLIED SCIENCES,",Kerala,12,219,0,10.0,96,18.25,34.761276
C-8189,"COLLEGE OF APPLIED SCIENCES,",Kerala,21,391,0,10.0,68,18.61904762,54.056664
C-43756,"College of Applied Sciences,",Kerala,19,362,0,10.0,57,19.05263158,49.169838
C-8052,"COLLEGE OF APPLIED SCIENCES,",Kerala,49,810,0,10.0,72,16.53061224,99.03635
C-43281,"COLLEGE OF APPLIED SCIENCES,",Kerala,19,223,0,10.0,95,11.73684211,35.191647
C-43282,"COLLEGE OF APPLIED SCIENCES,",Kerala,15,337,0,10.0,97,22.46666667,49.35504
C-43300,"COLLEGE OF APPLIED SCIENCES,",Kerala,31,521,0,0.0,74,16.80645161,68.00159
C-11841,"College of Applied Sciences,",Kerala,10,147,0,10.0,86,14.7,25.31751
C-8098,"COLLEGE OF APPLIED SCIENCES,",Kerala,14,117,0,10.0,72,8.357142857000001,20.71121
C-54551,COLLEGE OF ARCHITECTURE,Kerala,54,584,2,10.0,52,10.81481481,71.855225
C-15704,COLLEGE OF ARCHITECTURE S NO 631A,Maharashtra,23,135,0,10.0,92,5.869565217000001,24.300316
C-11039,"College of Architecture Shivaji Peth,",Maharashtra,30,220,5,10.0,99,7.333333333,35.13067
C-35439,"College of Architecture, Pune",Maharashtra,23,409,2,10.0,70,17.7826087,56.20858
C-47904,"COLLEGE OF ARCHITECTURE, SVIT,",Gujarat,36,273,0,10.0,72,7.583333333,39.900238
C-44684,College of Art & Design,West Bengal,12,270,0,0.0,87,22.5,38.949722
C-24240,College of Arts & Commerce,Andhra Pradesh,95,2210,5,10.0,84,23.26315789,246.29514
C-22852,College of Arts & Craft,Bihar,11,214,1,10.0,97,19.45454545,34.222122
C-40905,"College of Arts,Science &Technology,",Odisha,21,621,0,10.0,56,29.57142857,76.043564
C-13982,College of Ayur. & Research,Maharashtra,63,615,2,10.0,66,9.761904762,77.727005
C-35433,"College of Ayurved, Pune",Maharashtra,81,787,8,10.0,62,9.716049383,94.824
C-53292,COLLEGE OF AYURVEDIC PHARMACEUTI,Himachal Pradesh,5,105,1,10.0,73,21.0,19.306028
C-29455,College of Basic Sciences & Humanities,Haryana,55,263,0,10.0,71,4.781818182,38.603672
C-36925,College of Business Management,Tamil Nadu,14,55,0,10.0,85,3.928571429,16.077053
C-39764,"College of Business Management,",Odisha,7,145,2,0.0,58,20.71428571,21.64785
C-44889,College of Co-Operation Banking &,Kerala,11,234,1,0.0,63,21.27272727,33.06333
C-12943,"College of Commerce, Arts & Science",Bihar,185,11489,0,10.0,66,62.1027027,1188.8265
C-46563,COLLEGE OF COMPUTER STUDIES,Gujarat,3,36,0,0.0,99,12.0,13.380242
C-31551,COLLEGE OF COMPUTERS & COMMUNICATI,Madhya Pradesh,33,468,0,10.0,91,14.18181818,65.541626
C-60680,"College of Cosmetics Technology,",Maharashtra,7,205,2,10.0,96,29.28571429,33.05269
C-52632,College of Dairy Science,Gujarat,12,162,1,10.0,58,13.5,25.206255
C-33325,College of Dairy Technology,Chattisgarh,12,192,2,10.0,63,16.0,29.198256
C-44020,"College of Dairy Technology,",Maharashtra,16,118,2,10.0,78,7.375,21.254059
C-22049,"College of Dairy Technology,",Andhra Pradesh,14,72,1,10.0,89,5.1428571430000005,18.228003
C-44025,"College of Dairy Technology,",Maharashtra,9,116,0,10.0,75,12.88888889,20.787683
C-52313,COLLEGE OF DENTAL SCIENCE AND,Gujarat,51,0,4,10.0,56,0.0,8.313345
C-47884,COLLEGE OF DENTAL SCIENCE AND,Gujarat,96,452,2,10.0,51,4.708333333,58.57357
C-40192,College of Dental Sciences,Karnataka,89,430,6,10.0,91,4.831460674,60.827538
C-54039,COLLEGE OF DESIGN AND TECHNOLOGY,Madhya Pradesh,8,21,0,0.0,52,2.625,7.074104
C-17215,College of Ed. Boko,Assam,16,200,0,10.0,65,12.5,30.314407
C-17296,College of Edu. Christianbasti,Assam,15,197,0,10.0,69,13.13333333,30.22492
C-12049,"COLLEGE OF EDUCATION & TECH.,",Uttar Pradesh,16,1029,0,10.0,74,64.3125,121.65617
C-28908,COLLEGE OF EDUCATION A-2/1,Uttar Pradesh,34,396,0,10.0,85,11.64705882,56.131294
C-6656,COLLEGE OF EDUCATION BASPA,Gujarat,19,138,0,10.0,90,7.263157895,24.518538
C-6726,COLLEGE OF EDUCATION CHHAPI,Gujarat,12,150,0,10.0,56,12.5,23.608835
C-15726,COLLEGE OF EDUCATION MADH DIST.,Maharashtra,7,88,0,10.0,50,12.57142857,15.651102
C-10983,"College of Education Pantacha Kot,",Maharashtra,6,42,0,10.0,68,7.0,12.558919
C-6697,COLLEGE OF EDUCATION SHAMLAJI,Gujarat,7,97,0,0.0,53,13.85714286,15.467939
C-6801,COLLEGE OF EDUCATION VADASMA,Gujarat,16,199,2,10.0,68,12.4375,30.402676
C-6669,COLLEGE OF EDUCATION VIDHYANAGAR,Gujarat,12,195,2,10.0,96,16.25,31.84749
C-622,"College of Education- Kharod,",Gujarat,5,100,0,0.0,88,20.0,19.078579
C-7317,"College of Education, Ahemadpur",Maharashtra,7,90,0,10.0,83,12.85714286,18.713829
C-620,"College of Education, Daman",Ladakh,6,100,0,10.0,65,16.66666667,18.1456
C-49442,"COLLEGE OF EDUCATION, DANODARDA",Gujarat,11,191,0,10.0,54,17.36363636,28.524483
C-7383,"College of Education, Gangakhed",Maharashtra,5,73,0,10.0,77,14.6,16.571571
C-11005,"College of Education, Hanumant",Maharashtra,7,78,0,10.0,71,11.14285714,16.259426
C-57575,"COLLEGE OF EDUCATION, Mahoba",Uttar Pradesh,9,67,0,10.0,58,7.444444444,13.808408
C-22315,"College of Education, Meduka,",Chattisgarh,23,143,2,10.0,99,6.2173913039999995,25.758959
C-17219,"College of Education, Morigaon",Assam,18,198,0,10.0,67,11.0,30.213787
C-6629,"COLLEGE OF EDUCATION,DARAMALI",Gujarat,6,91,1,10.0,84,15.16666667,18.844746
C-25075,"College of Education,Nagaon",Assam,24,250,0,10.0,100,10.41666667,38.82788
C-8246,College of Education. Kavaratti,Lakshadweep Islands,10,73,2,10.0,77,7.3,16.626507
C-15764,COLLEGE OF EDUCTION BARSHI,Maharashtra,26,258,1,10.0,75,9.923076923,38.176064
C-10497,"College of Engg. and Management,",Punjab,45,116,2,10.0,79,2.577777778,21.241776
C-25072,"College of Engg., Guindy Campus",Tamil Nadu,305,8442,22,10.0,95,27.67868852,888.3544
C-59829,College of Engineering,Madhya Pradesh,9,1849,0,10.0,99,205.4444444,209.87875
C-9454,"College of Engineering , Munnar",Kerala,41,402,5,10.0,53,9.804878049,52.664192
C-44823,"College of Engineering ,Adoor",Kerala,68,1267,1,10.0,81,18.63235294,148.50499
C-9453,"College of Engineering ,Chengannoor",Kerala,89,1477,6,10.0,66,16.59550562,167.71065
C-9456,"College of Engineering ,Kallooppara",Kerala,43,423,2,10.0,60,9.837209302,56.33232
C-9461,"College of Engineering ,Karunagappall",Kerala,48,410,2,10.0,54,8.541666667000001,53.98369
C-9457,"College of Engineering ,Kidangoor",Kerala,74,786,0,10.0,52,10.62162162,93.35251
C-9464,"College of Engineering ,Kottarakkara",Kerala,26,211,2,10.0,82,8.115384615,32.849358
C-9481,"College of Engineering ,Thalassery",Kerala,88,1501,1,10.0,76,17.05681818,172.31247
C-30032,"College of Engineering (CEB),",Odisha,178,981,4,10.0,58,5.511235955,116.10531
C-43169,"College of Engineering & Technology,",Maharashtra,74,1013,2,10.0,75,13.68918919,120.987656
C-30047,"College of Engineering & Technology,",Odisha,203,4199,5,10.0,72,20.68472906,449.8252
C-25148,"College of Engineering & Technology,",Rajasthan,89,1099,5,10.0,96,12.34831461,133.73764
C-43726,College of Engineering and,Kerala,81,790,2,10.0,54,9.75308642,94.10375
C-6270,College of Engineering and,West Bengal,77,1158,5,10.0,61,15.03896104,133.44864
C-44372,College of Engineering and,Kerala,56,476,2,10.0,99,8.5,67.039696
C-46415,COLLEGE OF ENGINEERING AND RURAL,Uttar Pradesh,44,298,2,10.0,67,6.772727272999999,42.79009
C-23966,College of Engineering for Women,Andhra Pradesh,91,1211,1,10.0,96,13.30769231,145.70601
C-15762,COLLEGE OF ENGINEERING GOPALPUR,Maharashtra,157,2021,6,10.0,59,12.87261146,224.12766
C-55693,COLLEGE OF ENGINEERING MUTTATHARA,Kerala,48,507,0,10.0,65,10.5625,66.190216
C-41593,"College of Engineering Pune,",Maharashtra,243,3566,2,10.0,65,14.67489712,385.7098
C-21275,College of Engineering Roorkee,Uttarakhand,177,1896,7,10.0,63,10.71186441,212.15103
C-46895,COLLEGE OF ENGINEERING SCIENCE AND,Uttar Pradesh,96,504,2,10.0,70,5.25,67.38682
C-50501,"COLLEGE OF ENGINEERING, ARANMULA",Kerala,51,389,4,10.0,94,7.62745098,55.803314
C-9473,"College of Engineering, Attingal",Kerala,32,476,0,10.0,97,14.875,66.88763
C-9478,"College of Engineering, Cherthala",Kerala,50,509,1,0.0,84,10.18,68.47847
C-43132,"College of Engineering, Ghatkhed,",Maharashtra,89,910,0,10.0,84,10.2247191,112.2257
C-11009,"College of Engineering, KARAD",Maharashtra,112,1711,7,10.0,96,15.27678571,197.75014
C-47498,"COLLEGE OF ENGINEERING, PATHANAPURA",Kerala,76,594,0,10.0,67,7.815789474,76.051506
C-9467,"College of Engineering, Perumon",Kerala,123,1037,6,10.0,54,8.430894309,120.23817
C-9472,"College of Engineering, Poonjar",Kerala,35,216,1,10.0,70,6.171428571,32.6425
C-35417,"College of Engineering, Pune",Maharashtra,176,3160,2,10.0,69,17.95454545,342.84244
C-48656,"College of Engineering, Survey No. 31,",Maharashtra,54,412,0,10.0,81,7.62962963,57.942398
C-43708,"College of Engineering, Thiruvanantha",Kerala,279,4153,2,10.0,62,14.88530466,446.03912
C-9455,"College of Engineering,Thrikkaripur",Kerala,57,798,2,10.0,78,14.0,98.85001
C-24004,College of Engineering(A),Andhra Pradesh,149,4501,2,10.0,74,30.20805369,479.1246
C-17028,COLLEGE OF FINE ARTS,Telangana,37,898,1,10.0,76,24.27027027,108.669556
C-43679,"College of Fine Arts, Thiruvanantha",Kerala,14,215,1,0.0,75,15.35714286,31.350426
C-16668,College of Fisheries,Uttarakhand,14,77,0,10.0,51,5.5,14.397541
C-43575,College of Fisheries,Maharashtra,37,215,3,10.0,73,5.8108108110000005,32.734665
C-33324,College of Fisheries,Chattisgarh,9,167,2,10.0,76,18.55555556,27.055134
C-56483,"COLLEGE OF FISHERIES ENGINEERING,",Tamil Nadu,16,97,2,10.0,100,6.0625,21.582
C-53103,College of Fisheries Science,Gujarat,6,78,1,10.0,100,13.0,19.624804
C-24842,College of Fisheries Science,Assam,25,130,2,0.0,85,5.2,21.729847
C-6346,College of Fisheries Sciences-,Gujarat,20,239,2,10.0,55,11.95,34.65252
C-10239,"College of Fisheries, Dholi",Bihar,13,88,1,10.0,91,6.769230769,19.699293
C-26834,"College of Fisheries, Lembucherrra",Tripura,22,173,6,10.0,53,7.8636363639999995,26.25293
C-30195,"College of Fisheries, Mangalore",Karnataka,37,219,6,10.0,73,5.918918918999999,33.223724
C-22048,"College of Fishery Science,",Andhra Pradesh,23,157,2,10.0,77,6.826086957,25.936699
C-44019,"College of Fishery Sciences,",Maharashtra,10,125,1,0.0,96,12.5,22.136618
C-44026,"College of Fishery Sciences,",Maharashtra,10,111,0,10.0,93,11.1,21.695145
C-42740,College of Food and Dairy,Tamil Nadu,23,190,2,10.0,97,8.260869565,31.330675
C-7233,College of Food Processing &,Gujarat,29,197,2,0.0,50,6.793103447999999,27.692457
C-26371,College of Food Science and,Andhra Pradesh,9,208,2,10.0,64,23.11111111,31.243313
C-26379,College of Food Science and,Andhra Pradesh,8,123,2,10.0,77,15.375,21.776718
C-43587,College of food Technology,Maharashtra,23,289,2,10.0,56,12.56521739,41.01243
C-58221,College of Food Technology,Maharashtra,11,121,0,10.0,60,11.0,20.360523
C-60141,College of Food Technology,Manipur,7,36,0,10.0,72,5.1428571430000005,12.33557
C-55088,"College Of Food Technology ,",Maharashtra,13,148,2,10.0,56,11.38461538,23.369854
C-44497,"College of Food Technology,",Maharashtra,29,283,4,10.0,78,9.75862069,41.519592
C-61279,"College of Food Technology,",Maharashtra,17,126,2,10.0,94,7.4117647060000005,23.335716
C-44527,"College of Food Technology,",Maharashtra,22,210,0,10.0,61,9.545454545,31.325668
C-44492,"College of Food Technology,",Maharashtra,13,291,2,10.0,71,22.38461538,42.10146
C-55182,"College of Food Technology,",Maharashtra,10,140,2,10.0,69,14.0,23.292116
C-16669,College of Forestry,Uttarakhand,28,290,7,10.0,51,10.35714286,40.245605
C-43576,College of Forestry,Maharashtra,8,127,2,10.0,96,15.875,23.578156
C-44546,COLLEGE OF FORESTRY,Maharashtra,10,118,1,10.0,88,11.8,21.933702
C-44033,"College of Forestry, Vellanikkara",Kerala,13,159,2,10.0,66,12.23076923,25.39863
C-44536,"COLLEGE OF FORESTRY,SIRSI",Karnataka,22,294,4,10.0,76,13.36363636,42.78528
C-36535,COLLEGE OF GANDHIAN THOUGHT,Tamil Nadu,2,20,0,0.0,91,10.0,9.3173895
C-16672,College of Home Science,Uttarakhand,29,231,0,10.0,99,7.965517241000001,36.460007
C-55299,College of Home Science,Andhra Pradesh,9,270,0,0.0,51,30.0,36.84341
C-33603,College of Home Science Nirmala,Maharashtra,26,677,1,10.0,96,26.03846154,89.03642
C-51824,"College of Home Science, Bikaner",Rajasthan,10,83,1,10.0,97,8.3,19.982555
C-44524,"College of Home Science, Parbhani",Maharashtra,16,111,2,10.0,60,6.9375,19.157377
C-10244,"College of Home Science,Pusa",Bihar,11,94,5,10.0,74,8.545454545,18.054628
C-49535,COLLEGE OF HORTICULTURE & RESEARCH,Chattisgarh,9,258,2,10.0,54,28.66666667,36.97854
C-58337,College of Horticulture Anand,Gujarat,13,203,0,0.0,80,15.61538462,30.227262
C-26828,"College of Horticulture and Forestry,",Arunachal Pradesh,48,302,3,10.0,73,6.291666667,43.644245
C-55276,"COLLEGE OF HORTICULTURE,",Maharashtra,13,144,2,0.0,62,11.07692308,21.81498
C-60300,"College of Horticulture,",Mizoram,10,48,2,10.0,77,4.8,14.177254
C-44564,"COLLEGE OF HORTICULTURE, AKOLA",Maharashtra,20,142,2,10.0,92,7.1,25.146982
C-22055,"College of Horticulture, Anantharajupe",Andhra Pradesh,23,475,2,10.0,84,20.65217391,65.48924
C-35748,"College of Horticulture, Arabhavi",Karnataka,37,348,4,10.0,68,9.405405405,49.153313
C-35759,"College of Horticulture, Bagalkot",Karnataka,42,518,3,10.0,56,12.33333333,65.43773
C-35761,"College of Horticulture, Bangalore",Karnataka,34,379,2,10.0,81,11.14705882,53.777023
C-35749,"College of Horticulture, Bidar",Karnataka,20,219,2,10.0,99,10.95,34.986618
C-35756,"College of Horticulture, Hiriyur",Karnataka,32,292,2,10.0,70,9.125,42.19095
C-35753,"College of Horticulture, Kolar",Karnataka,13,266,2,10.0,88,20.46153846,39.92159
C-35757,"College of Horticulture, Koppal",Karnataka,15,229,2,10.0,58,15.26666667,33.556713
C-35758,"College of Horticulture, Mudigere",Karnataka,51,332,2,10.0,93,6.509803922000001,48.550697
C-57839,"College Of Horticulture, Mulde, Tal -",Maharashtra,19,283,2,10.0,65,14.89473684,40.760715
C-35754,"College of Horticulture, Mysore",Karnataka,26,249,2,10.0,87,9.576923077,37.812283
C-8346,"College of Horticulture, Noorsarai",Bihar,27,83,2,10.0,80,3.074074074,18.276636
C-44514,"College of Horticulture, Parbhani",Maharashtra,8,129,2,10.0,75,16.125,22.367205
C-58901,"College of Horticulture, Parvathipuram",Andhra Pradesh,6,150,2,10.0,88,25.0,25.814726
C-55087,"College of Horticulture, sangulwadi Tal",Maharashtra,11,150,2,10.0,80,13.63636364,25.270584
C-35752,"College of Horticulture, Sirsi",Karnataka,17,230,2,10.0,54,13.52941176,33.458813
C-44031,"College of Horticulture, Vellanikkara",Kerala,72,511,2,10.0,69,7.097222222,67.563675
C-22058,"College of Horticulture, Venkataraman",Andhra Pradesh,24,624,4,10.0,64,26.0,77.56791
C-33327,"College of Horticulture,Rajnandgaon",Chattisgarh,13,269,0,10.0,78,20.69230769,39.711044
C-50708,"COLLEGE OF HORTICULUTRE,",Maharashtra,8,129,0,10.0,76,16.125,22.434387
C-11657,College of Indigenous Food,Kerala,7,117,0,10.0,73,16.71428571,20.766811
C-22376,College of Information Tech. &,Chattisgarh,14,98,0,10.0,92,7.0,20.678862
C-25689,College of Languages,Telangana,2,61,0,0.0,68,30.5,13.420488
C-31874,"COLLEGE OF LAW & LEGAL AID,SHAHDOL",Madhya Pradesh,11,460,1,0.0,81,41.81818182,62.18202
C-42996,College of Library and Information,Maharashtra,2,51,0,0.0,69,25.5,12.52585
C-34787,COLLEGE OF LIFE SCIENCE CENTER,Madhya Pradesh,12,276,1,10.0,85,23.0,40.994457
C-30529,"College of Life Sciences, Visakhapatna",Andhra Pradesh,27,126,1,10.0,95,4.666666667,23.565784
C-22194,College of Management and,Punjab,15,110,2,0.0,89,7.333333333,20.183872
C-43052,College of Management And Computer,Maharashtra,24,724,0,10.0,76,30.16666667,90.39768
C-42982,College of Management Khamgaon,Maharashtra,13,1417,0,10.0,86,109.0,163.44725
C-31298,"COLLEGE OF MANAGEMENT STUDIES,",Uttar Pradesh,6,167,0,0.0,85,27.83333333,26.186047
C-12432,"COLLEGE OF MANAGEMENT STUDIES,",Uttar Pradesh,17,411,2,0.0,75,24.17647059,55.875004
C-46819,"COLLEGE OF MANAGEMENT STUDIES,",Uttar Pradesh,10,60,2,10.0,58,6.0,13.207985
C-33427,"College of Material Management,",Madhya Pradesh,50,624,1,10.0,96,12.48,83.87701
C-59893,College of Medical laboratory,Kerala,6,22,1,10.0,82,3.666666667,9.750009
C-16382,"College of Medicine and J N M Hospital,",West Bengal,125,536,4,10.0,71,4.288,71.22072
C-16379,College of Medicine and Sagar Dutta,West Bengal,150,500,2,10.0,58,3.333333333,65.51618
C-8316,College of Military Engineering,Maharashtra,11,249,2,10.0,82,22.63636364,37.436893
C-11045,College of Non Conventional Vocational,Maharashtra,25,626,1,10.0,100,25.04,84.268875
C-35431,"College of Nurisng, Navi Mumbai",Maharashtra,23,230,2,10.0,57,10.0,33.634632
C-16167,College of Nursing,Andhra Pradesh,36,447,2,0.0,71,12.41666667,59.596222
C-6115,College of Nursing,Gujarat,21,288,3,10.0,97,13.71428571,43.23416
C-60639,COLLEGE OF NURSING,Uttar Pradesh,12,38,1,10.0,80,3.166666667,12.942034
C-48078,COLLEGE OF NURSING,Manipur,28,161,1,10.0,67,5.75,25.73903
C-16421,"College of Nursing , Bankura",West Bengal,18,295,1,0.0,80,16.38888889,41.71755
C-16380,"College of Nursing , Medical",West Bengal,22,300,1,10.0,56,13.63636364,42.351044
C-16376,"College of Nursing , N R S Medical",West Bengal,19,355,0,10.0,58,18.68421053,48.581306
